bcpsbrc,biceps_brachii
bcqrl,becquerel
bcr,beecher
bcrbnt,bicarbonate
bcrbntfsd,bicarbonate_of_soda
bcrmt,bichromate
bcrn,bicorn
bcrs,"buceros,baccharis"
bcrsn,beach_erosion
bcrst,bucharest
bcrt,baccarat
bcrtd,bucerotidae
bcs,"abacus,beach_house,bacchus"
bcsndvrbn,beach_sand_verbena
bcstrwbr,beach_strawberry
bct,"boycott,bobcat"
bctc,by-catch
bctlcrb,bechtel_crab
bctlst,biocatalyst
bctr,"bacteria,eubacteria,beach_heather"
bctrbd,bacteria_bed
bctrcd,bactericide
bctrclrpl,bacteriochlorophyll
bctrcn,bacitracin
bctrd,bacteroid
bctrdc,bacteroidaceae
bctrds,bacteroides
bctrfml,bacteria_family
bctrgns,bacteria_genus
bctrlg,bacteriology
bctrlgst,bacteriologist
bctrls,"eubacteriales,bacteriolysis"
bctrltxn,bacterial_toxin
bctrm,bacteremia
bctrncml,bactrian_camel
bctrpg,bacteriophage
bctrrdr,bacteria_order
bctrspcs,bacteria_species
bctrst,bacteriostat
bctrsts,bacteriostasis
bctwl,beach_towel
bcwgn,beach_wagon
bcwr,beachwear
bd,"bid,boidae,bead,bed,body,bad,obadiah,bade,buddha,buddy,bede,bud,baud,boyhood"
bdb,abu_dhabi
bdbg,"bedbug,body_bag"
bdblck,bad_block
bdbldng,bodybuilding
bdbldr,bodybuilder
bdbrs,bud_brush
bdc,"bodice,oboe_da_caccia"
bdck,"bed_check,bad_check"
bdclts,bedclothes
bdcnsmscl,abducens_muscle
bdcnt,"abducent,body_count"
bdcrpr,bodice_ripper
bdctn,"abduction,abdication"
bdctr,"abductor,abdicator,baby_doctor"
bdcvrng,body_covering
bddbt,bad_debt
bddr,body_odor
bdfdf,abudefduf
bdflw,bedfellow
bdfr,bad_fairy
bdfrdcrd,bedford_cord
bdfwtr,body_of_water
bdg,"bodega,badge,badaga,bad_egg,bad_guy,budge"
bdgr,"badger,bodo-garo"
bdgrd,bodyguard
bdgrdblpltn,biodegradable_pollution
bdgrgr,budgerigar
bdgrnd,bed_ground
bdgrng,badgering
bdgszcz,bydgoszcz
bdgt,budget
bdgtct,budget_cut
bdgtdfct,budget_deficit
bdjckt,bed_jacket
bdjn,abidjan
bdkn,bodkin
bdkr,baedeker
bdl,"beadle,boodle"
bdlck,bad_luck
bdlm,"bedlam,bdellium"
bdlmt,bedlamite
bdln,bed_linen
bdlnds,"bad_lands,badlands"
bdlndsntnlprk,badlands_national_park
bdlng,body_language
bdlngt,body_length
bdlngtntr,bedlington_terrier
bdlprcs,bodily_process
bdlprprt,bodily_property
bdlr,baudelaire
bdls,body_louse
bdlt,baddeleyite
bdltn,body_lotion
bdlzrd,beaded_lizard
bdmn,abdomen
bdmncnts,abdominocentesis
bdmnl,abdominal
bdmnlbrtng,abdominal_breathing
bdmnlctnmcs,abdominal_actinomycosis
bdmnlcvt,abdominal_cavity
bdmnlprgnc,abdominal_pregnancy
bdmnlrt,abdominal_aorta
bdmnlrtcnrsm,abdominal_aortic_aneurysm
bdmnlwl,abdominal_wall
bdmnplst,abdominoplasty
bdmnrs,bad_manners
bdmnsns,abdominousness
bdmntn,badminton
bdmntncrt,badminton_court
bdmntnqpmnt,badminton_equipment
bdmntnrckt,badminton_racket
bdmr,oboe_d'amore
bdmsndx,body_mass_index
bdn,"abadan,ibadan,bedouin,bodoni,bhadon"
bdnc,"abidance,obedience"
bdndbrkfst,bed_and_breakfast
bdng,"beading,badinage,bidding,budding"
bdngcntst,bidding_contest
bdngls,body_english
bdngmtrl,bedding_material
bdngpln,beading_plane
bdns,"badness,bidens"
bdpd,body_pad
bdpltsmgrp,body_plethysmograph
bdplw,bed_pillow
bdpn,bedpan
bdprc,bid_price
bdprsn,bad_person
bdprt,body_part
bdpst,"bedpost,budapest"
bdr,"boudoir,body_hair,bidder,bedder"
bdrck,bedrock
bdrcs,budorcas
bdrl,bedroll
bdrm,bedroom
bdrmcmnt,bedroom_community
bdrmfrntr,bedroom_furniture
bdrmnfgng,baader_meinhof_gang
bdrmr,body_armor
bdrmst,bedroom_suite
bdrst,bedrest
bds,"beads,abydos"
bdsbstnc,body_substance
bdsd,bedside
bdsdmnr,bedside_manner
bdsm,buddhism
bdsmn,beadsman
bdsprd,bedspread
bdsprng,bedspring
bdsr,bedsore
bdsrvnt,body_servant
bdst,buddhist
bdstckng,body_stocking
bdstd,bedstead
bdstm,buddy_system
bdstngrm,bedsitting_room
bdstrw,bedstraw
bdstv,bodhisattva
bdt,bidet
bdtm,bedtime
bdtmpr,bad_temper
bdtmprtr,body_temperature
bdtp,body_type
bdtr,bead_tree
bdvrst,biodiversity
bdwgt,body_weight
bdwrk,bodywork
bdwst,body_waste
bdwtng,bed-wetting
bdwtr,"bedwetter,bad_weather"
bdxmclrd,obidoxime_chloride
bf,"bufo,beef,buff"
bfbngl,bay_of_bengal
bfbrgn,beef_bourguignonne
bfbrt,"beef_broth,beef_burrito"
bfbsc,bay_of_biscay
bfck,beefcake
bfcls,bifocals
bfdbck,biofeedback
bffnd,"beef_fondue,bay_of_fundy"
bfgls,beef_goulash
bfjrk,beef_jerky
bfl,"bee_fly,baffle,buffalo"
bflbr,buffalo_bur
bflclvr,buffalo_clover
bflcrptbtl,buffalo_carpet_beetle
bfld,"bufflehead,baffled"
bflddr,bi-fold_door
bflfs,"buffalo_fish,buffalofish"
bflgrs,"buffalo_grass,buffel_grass"
bflmnt,befoulment
bfln,beef_loin
bflnt,buffalo_nut
bfltclrnt,b-flat_clarinet
bflwng,buffalo_wing
bfn,boffin
bfnb,baffin_bay
bfnck,beef_neck
bfnd,bufonidae
bfngwl,buffing_wheel
bfnpls,bay_of_naples
bfnr,buffoonery
bfnslnd,baffin_island
bfnt,bouffant
bfr,buffer
bfrctn,bifurcation
bfrd,abfarad
bfrdsprn,buffered_aspirin
bfrmr,baby_farmer
bfrnd,boyfriend
bfrsgn,bofors_gun
bfrsltn,buffer_solution
bfrst,"beef_roast,buffer_state"
bfrts,beaufort_sea
bfrtscl,beaufort_scale
bfrzn,buffer_zone
bfsctn,obfuscation
bfslmsrbrgds,abu_hafs_al-masri_brigades
bfstk,beefsteak
bfstkbgn,beefsteak_begonia
bfstkfngs,beefsteak_fungus
bfstkplnt,beefsteak_plant
bfstktmt,beefsteak_tomato
bfstrgnf,beef_stroganoff
bfstw,beef_stew
bft,"buffet,beef_tea"
bftlw,beef_tallow
bftndrln,beef_tenderloin
bftng,beef_tongue
bfwd,beefwood
bfwlngtn,beef_wellington
bg,"bug,bigeye,bag,baggage,big_h,bogy,buggy,beige,boogie,bog,bhaga,bogey,bough"
bgb,bugaboo
bgbl,big_blue
bgblbr,bog_bilberry
bgbn,"big_ben,bugbane"
bgbnd,"big_band,big_bend"
bgbndntnlprk,big_bend_national_park
bgbng,big_bang
bgbngtr,big-bang_theory
bgbr,bugbear
bgbrd,big_board
bgbrtr,big_brother
bgbrwnbt,big_brown_bat
bgbsns,big_business
bgclm,baggage_claim
bgcnsprc,big-cone_spruce
bgcr,baggage_car
bgct,big_cat
bgd,"baghdad,bighead"
bgdl,big_deal
bgdpr,big_dipper
bgft,bigfoot
bgftrcks,bag_of_tricks
bggm,big_game
bgl,"beagle,bugle,bagel"
bglcl,bugle_call
bgld,bag_lady
bglmnt,beguilement
bglng,beagling
bglr,bugler
bgls,bugloss
bglwd,bugleweed
bgm,"bigamy,begum"
bgmn,"bogeyman,baggageman,bagman"
bgmst,bigamist
bgn,"beguine,bb_gun,biggin,begin,begonia,bignonia,bygone"
bgnc,"begoniaceae,bignoniaceae"
bgnd,"buganda,bignoniad"
bgng,beginning
bgns,"biogenesis,abiogenesis,bugginess"
bgnst,abiogenist
bgnvl,"bougainville,bougainvillea"
bgnvltrnc,bougainville_trench
bgp,bagpipe
bgpmprnl,bog_pimpernel
bgr,"bagger,booger,beggary,beggar"
bgrdbt,big-eared_bat
bgrgr,beaugregory
bgrl,"b-girl,bugger_all"
bgrm,bigram
bgrmn,beggarman
bgrmngbr,beggar-my-neighbor
bgrmngbrplc,beggar-my-neighbor_policy
bgrn,bighorn
bgrnd,baby_grand
bgrnrcd,bog_rein_orchid
bgrp,"biogeography,biography"
bgrpclrgn,biogeographical_region
bgrpr,biographer
bgrs,"bog_rose,bahia_grass"
bgrslc,beggar's_lice
bgrsmr,bog_rosemary
bgrt,bogart
bgrtdns,bigheartedness
bgrwd,beggarweed
bgrwmn,beggarwoman
bgs,"bigos,bagassosis,bagasse"
bgscd,bigeye_scad
bgscnc,big_science
bgsgbrs,big_sagebrush
bgsl,bog_soil
bgslbrk,big_shellbark
bgspdl,bog_asphodel
bgspndr,big_spender
bgspvn,bog_spavin
bgsr,big_sur
bgst,"beau_geste,big_shot"
bgstck,big_stick
bgstr,"big_sister,bog_aster,bog_star"
bgsxrvr,big_sioux_river
bgt,"bight,big_toe,baguet,bogota,bigot"
bgtfbn,bight_of_benin
bgtl,bagatelle
bgtm,big_time
bgtr,bigotry
bgtrplm,big-tree_plum
bgvdgt,bhagavad-gita
bgwp,buggy_whip
bj,"bijou,abuja"
bjct,object
bjctbl,object_ball
bjctcd,object_code
bjctfctn,objectification
bjctlng,object_language
bjctn,objection
bjctprgrm,object_program
bjctrcgntn,object_recognition
bjctrntddtbs,object-oriented_database
bjctrntddtbsmngmntstm,object-oriented_database_management_system
bjctrntdprgrmng,object-oriented_programming
bjctrntdprgrmnglng,object-oriented_programming_language
bjctv,objective
bjctvt,objectivity
bjgtlf,bijugate_leaf
bjls,beaujolais
bjmbr,bujumbura
bjmtr,boojum_tree
bjng,beijing
bjr,abjurer
bjtdrt,objet_d'art
bk,"beak,book,habakkuk,ubykh,babka,bioko,baku"
bkbg,book_bag
bkbndng,bookbinding
bkbndr,"bookbindery,bookbinder"
bkc,bok_choy
bkclb,bookclub
bkcs,bookcase
bkdcsn,bakke_decision
bkdgds,baked_goods
bkdlr,bookdealer
bkdlsk,baked_alaska
bkdpt,baked_potato
bkdslmn,beaked_salmon
bkdwl,beaked_whale
bkdzlnt,beaked_hazelnut
bkfcmnpr,book_of_common_prayer
bkfknwldg,book_of_knowledge
bkfmrmn,book_of_mormon
bkfr,book_fair
bkgnt,book_agent
bkjckt,book_jacket
bkl,baikal
bklng,book_lung
bkls,booklouse
bklt,"booklet,bakelite"
bklv,baklava
bkmbl,bookmobile
bkmkr,bookmaker
bkml,bokmal
bkmrk,bookmark
bkn,"bikini,bakunin,boykinia"
bknd,bookend
bkng,"baking,booking"
bkngpwdr,baking_powder
bkngpwdrbsct,baking-powder_biscuit
bknpnts,bikini_pants
bkplt,bookplate
bkpng,"bookkeeping,beekeeping"
bkpr,"beekeeper,bookkeeper"
bkr,"bakery,beaker,abukir,baker,booker"
bkrn,bukharin
bkrsczm,baker's_eczema
bkrsfld,bakersfield
bkrsst,baker's_yeast
bkrvw,book_review
bkscrpn,book_scorpion
bkslf,bookshelf
bkslr,bookseller
bksns,bookishness
bksp,bookshop
bkt,bhakti
bktkn,book_token
bkvl,book_value
bkwrm,bookworm
bkz,abkhaz
bkzn,abkhazian
bl,"bobble,bull,ball,babel,bill,belly,blue,billy,baby_oil,bailey,bale,bell,bola,bolo,boulle,bubble,bulla,hay_bale,eyeball,bile,bail,bible,babble,bole,ballyhoo,bauble,bialy,bleu,bali,belay,baal,bel,abel,bailee,belle,bully,boell,boole,boyle,hebbel,hubble,hubel,boll,blolly,abelia,billyo,abulia,boil"
blb,"bulb,bell_buoy,ball_boy,bellboy,blue_baby,bullyboy,balboa,blob"
blbf,bully_beef
blbk,"blue_book,bell_book"
blbl,"bulbul,bilabial,bulbil"
blblt,bible_belt
blbltfrn,bulblet_fern
blbnd,bellyband
blbng,billabong
blbnt,bluebonnet
blbr,"bilberry,blueberry,blubberer,bullbrier,blubber"
blbrcnjnctv,bulbar_conjunctiva
blbrd,"bellbird,bluebird,billboard,bluebeard"
blbrdg,bailey_bridge
blbrgn,balbriggan
blbrgrt,blueberry_yogurt
blbrng,ball_bearing
blbrp,blueberry_pie
blbrs,blaberus
blbs,bouillabaisse
blbsplnt,bulbous_plant
blbsrs,bulbous_iris
blbstr,ball-buster
blbt,bubble_bath
blbtl,bluebottle
blbtmtrsrs,bellbottom_trousers
blbtns,billy_buttons
blbts,bolbitis
blc,"belch,bleach,balochi,bloc,belloc,bloch,bullace"
blcd,bile_acid
blck,"bullock,ballcock,black,block,bollock,black_eye"
blckb,black_bee
blckbc,black_beech
blckbck,blackbuck
blckbckdgl,black-backed_gull
blckbd,black_body
blckbdrdtn,black-body_radiation
blckbfl,black_buffalo
blckbl,black_bile
blckbldck,black-billed_cuckoo
blckblt,black_belt
blckbmb,black_bamboo
blckbn,black_bean
blckbr,blackberry
blckbrc,black_birch
blckbrd,"blackbird,blackboard,black_bread"
blckbrdrsr,blackboard_eraser
blckbrl,blackberry-lily
blckbrm,black_bream
blckbrn,"blackburn,black_bryony"
blckbs,black_bass
blckbstr,blockbuster
blckbx,black_box
blckc,black_ice
blckck,blackcock
blckcklbr,black_huckleberry
blckcl,black_calla
blckcmd,black_comedy
blckcnm,black_economy
blckcp,blackcap
blckcpdckd,black-capped_chickadee
blckcprspn,black_cypress_pine
blckcr,black_cherry
blckcrnt,black_currant
blckcrp,black_crappie
blckcrptbtl,black_carpet_beetle
blckcrw,black_caraway
blckcrwndngtrn,black-crowned_night_heron
blckcs,black_cohosh
blckctc,black_catechu
blckctnwd,black_cottonwood
blckd,"blockade,blackhead"
blckdck,black_duck
blckdgrm,block_diagram
blckdp,black-eyed_pea
blckdrnr,blockade-runner
blckds,black_disease
blckdsn,black-eyed_susan
blckdsnk,black-headed_snake
blckdt,black_death
blckfc,blackface
blckfl,blackfly
blckflg,black_flag
blckfltcp,black_felt_cup
blckfrcn,black_african
blckfrntdbssrk,black-fronted_bush_shrike
blckfrst,black_forest
blckfs,blackfish
blckft,blackfoot
blckftdfrt,black-footed_ferret
blckftdlbtrs,black-footed_albatross
blckftds,blackfoot_daisy
blckfx,black_fox
blckg,blockage
blckglmt,black_guillemot
blckgrm,black_grama
blckgrnt,block_grant
blckgrs,black_grouse
blckjck,blackjack
blckjckk,blackjack_oak
blckk,black_oak
blckknt,black_knot
blckkt,black_kite
blckl,black_hole
blcklcst,black_locust
blcklfclct,black_hole_of_calcutta
blckls,black_hills
blcklst,blacklist
blckltr,block_letter
blcklv,black_olive
blckmb,black_mamba
blckmdck,black_medick
blckml,"blackmail,black_mallee"
blckmlbr,black_mulberry
blckmlr,blackmailer
blckmn,black_man
blckmngrv,black_mangrove
blckmr,"black_humor,black_maire"
blckmrkt,black_market
blckmrktr,black_marketeer
blckmrl,black_morel
blckmrln,black_marlin
blckmsc,black_music
blckmslm,black_muslim
blckmstrd,black_mustard
blckmtbs,blackmouth_bass
blcknckdcbr,black-necked_cobra
blcknckdgrb,black-necked_grebe
blcknckdstlt,black-necked_stilt
blcknd,black_hand
blckndgldgrdnspdr,black_and_gold_garden_spider
blckndtckl,block_and_tackle
blckndtn,black_and_tan
blckndtncnd,black-and-tan_coonhound
blckndwt,black_and_white
blckng,"blackening,blocking"
blckngtsd,black_nightshade
blckp,black_pea
blckpl,"blackpoll,blackpool,black_opal"
blckpln,block_plane
blckplr,black_poplar
blckpn,black_pine
blckpntr,black_panther
blckpntrs,black_panthers
blckpr,black_pepper
blckprtn,black_operation
blckr,blocker
blckrc,black_race
blckrckdsrt,black_rock_desert
blckrncrs,black_rhinoceros
blckrnd,black_horehound
blckrspbr,black_raspberry
blckrt,"black_rat,blackheart,black_rot"
blckrtrtfngs,black_root_rot_fungus
blckrtsnk,black_rat_snake
blcks,"blockhouse,black_sea,black_ash"
blcksbrg,blacksburg
blcksbs,black_sea_bass
blcksg,black_sage
blckslsf,black_salsify
blcksmt,blacksmith
blcksnk,blacksnake
blcksp,black_sheep
blcksplnwrt,black_spleenwort
blcksprc,black_spruce
blckspt,black_spot
blcksptmbrmvmnt,black_september_movement
blcksqrl,black_squirrel
blcksrl,bullock's_oriole
blcksrt,"bullock's_heart,blackshirt"
blckstmsplnwrt,black-stem_spleenwort
blckstrk,black_stork
blckswn,black_swan
blckt,"black_tie,blackout,black_tea"
blcktlddr,black-tailed_deer
blcktljckrbt,blacktail_jackrabbit
blcktlprdg,blacktail_prairie_dog
blcktp,blacktop
blcktpsrk,blacktip_shark
blcktrn,blackthorn
blcktrnstn,black_turnstone
blckvltr,black_vulture
blckvt,block_vote
blckw,black_haw
blckwd,blackwood
blckwdw,black_widow
blckwk,black_hawk
blckwlnt,black_walnut
blckwltc,blackwall_hitch
blckwmn,black_woman
blckwngdstlt,black-winged_stilt
blckws,blackwash
blckwtl,black_wattle
blckwtr,blackwater
blckwtrfvr,blackwater_fever
blclmbn,blue_columbine
blclqr,bleach_liquor
blclrcpsl,bilocular_capsule
blclrmc,biblical_aramaic
blclv,balaclava
blcmbr,bubble_chamber
blcn,balcony
blcnc,blechnaceae
blcng,belching
blcngcl,bleaching_clay
blcnggnt,bleaching_agent
blcngpwdr,bleaching_powder
blcnm,blechnum
blcnt,bel_canto
blcp,blue_chip
blcptn,bell_captain
blcr,"blucher,ball_carrier,bleacher"
blcrb,blue_crab
blcrls,blue_curls
blcrs,bleachers
blcrtrdg,ball_cartridge
blcs,"bubulcus,blue_cohosh"
blcsdrsng,"bleu_cheese_dressing,blue_cheese_dressing"
blcst,bellicosity
blct,"bell_cote,bluecoat"
blctfs,blue_catfish
blctn,"by-election,bilocation,ablactation"
blctrct,bioelectricity
bld,"bullhead,bluehead,blade,blood,ballad,ballade,blida,baldhead,hobbledehoy,bolide"
bldblstr,blood_blister
bldbnk,blood_bank
bldbr,bloodberry
bldbrnbr,blood-brain_barrier
bldbrtr,blood_brother
bldbrtrd,blood_brotherhood
bldbt,bloodbath
bldcgltn,blood_coagulation
bldck,bell_deck
bldcl,blood_cell
bldclm,blood_clam
bldclt,blood_clot
bldcn,baldachin
bldcnt,blood_count
bldcp,blood_cup
bldcprs,bald_cypress
blddnr,"boiled_dinner,blood_donor"
bldds,blood_disease
blddscrs,blood_dyscrasia
bldfc,boldface
bldfcdrnt,bald-faced_hornet
bldflwr,blood_flower
bldfrcnds,blue-eyed_african_daisy
bldg,"bulldog,boiled_egg"
bldgclp,bulldog_clip
bldgl,bald_eagle
bldglt,bloodguilt
bldgn,bludgeon
bldgnr,bludgeoner
bldgnt,bulldog_ant
bldgr,blood_agar
bldgrp,blood_group
bldgrs,blue-eyed_grass
bldgwrnc,bulldog_wrench
bldl,blood_lily
bldlf,bloodleaf
bldlst,bloodlust
bldltng,bloodletting
bldm,beldam
bldmbl,bloodmobile
bldml,blood_meal
bldmn,blood_money
bldmr,"bloody_mary,blue-eyed_mary"
bldn,belladonna
bldnc,"belly_dance,bubble_dance"
bldncr,belly_dancer
bldnd,bloodhound
bldng,"building,bleeding"
bldngblck,building_block
bldngcd,building_code
bldngcmplx,building_complex
bldngmtrl,building_material
bldngprmt,building_permit
bldngrt,bleeding_heart
bldngsct,building_society
bldngsplstr,building_supply_store
bldngt,bleeding_tooth
bldnl,belladonna_lily
bldns,"bloodiness,boldness,baldness"
bldp,buildup
bldprsr,blood_pressure
bldpsng,blood_poisoning
bldr,"bladder,boulder,balder,builder"
bldrc,baldric
bldrcmpn,bladder_campion
bldrds,balderdash
bldrdsrdr,bladder_disorder
bldrfrn,bladder_fern
bldrltn,blood_relation
bldrpd,bladderpod
bldrs,balldress
bldrsn,bladder_senna
bldrspnctr,bladder_sphincter
bldrst,blade_roast
bldrstn,bladder_stone
bldrt,bloodroot
bldrwrck,bladderwrack
bldrwrm,bladder_worm
bldrwrt,bladderwort
blds,blue_daisy
bldsd,bloodshed
bldsg,blood_sausage
bldsgr,blood_sugar
bldsprt,blood_sport
bldspvn,blood_spavin
bldstck,bloodstock
bldstn,"bloodstain,bloodstone"
bldstrm,bloodstream
bldtpng,blood_typing
bldtst,blood_test
bldvr,blue-headed_vireo
bldvsl,blood_vessel
bldwdtr,bloodwood_tree
bldwn,baldwin
bldwrm,bloodworm
bldwrt,bloodwort
bldxgntnlvldpndntfnctnlmgntcrsncmgng,blood-oxygenation_level_dependent_functional_magnetic_resonance_imaging
bldxtrvstn,blood_extravasation
bldzr,bulldozer
blf,"behalf,bluff,belief,bay_leaf,bailiff"
blfgds,bill_of_goods
blfgt,bullfight
blfgtng,bullfighting
blfgtr,bullfighter
blfl,bellyful
blflbn,blue_fleabane
blfld,ball_field
blfldng,bill_of_lading
blflg,blue_flag
blflp,belly_flop
blflsndg,blue_false_indigo
blflt,bill_of_health
blfn,bluefin
blfnc,bullfinch
blfndr,"bell_foundry,bell_founder"
blfns,bluffness
blfntr,bill_of_entry
blfprtclrs,bill_of_particulars
blfr,"belfry,bluffer,balfour"
blfrg,bullfrog
blfrgts,bill_of_rights
blfrvw,bill_of_review
blfs,"bluefish,billfish"
blfsl,bill_of_sale
blfsp,bailiffship
blfst,belfast
blftndr,bill_of_attainder
blfx,blue_fox
blg,"beluga,bilge,biology,bligh,blighia,bulge"
blgbl,bell_gable
blgclclck,biological_clock
blgcldfns,biological_defense
blgclgnt,biological_agent
blgclgrp,biological_group
blgclrsrc,biological_research
blgcltm,biological_time
blgclwrfr,biological_warfare
blgclwrfrdfns,biological_warfare_defense
blgcvr,beluga_caviar
blgdprtmnt,biology_department
blgkl,bilge_keel
blgl,bluegill
blglb,biology_lab
blgm,"ball_game,bubble_gum,belgium,blue_gum,ballgame"
blgmdrmts,bubble_gum_dermatitis
blgn,"bologna,belgian,balagan"
blgnfrnc,belgian_franc
blgnndv,belgian_endive
blgnr,belgian_hare
blgnspdg,belgian_sheepdog
blgnspstsc,bolognese_pasta_sauce
blgnwfl,belgian_waffle
blgpmp,bilge_pump
blgr,"bulgur,bulgaria,blogger,obliger"
blgrd,belgrade
blgrm,"bologram,blue_grama"
blgrn,bulgarian
blgrnc,belligerence
blgrnmntrnt,bulgarian_monetary_unit
blgrp,bibliography
blgrplf,bulgur_pilaf
blgrpr,bibliographer
blgrs,bluegrass
