brt	auberta,aubrette,beret,bert,berta,berte,bertha,berthe,berti,bertie,berty,brett,brietta,brit,brita,britt,britta,britte,burta,aubert,barret,barrett,bart,barth,bartie,barty,bharat,bret,burt,hebert,hobart,hubert
brtl	bartel,barthel
brtlm	bartholemy,bartholomeo,bartolemo,bartolomei,bartolomeo
brtlms	bartholomeus
brtlmw	bartholomew
brtlt	bartlet,bartlett
brtn	bertina,bertine,britaney,britani,briteny,britney,britni,brittan,brittany,brittney,barton,burton
brtrm	bertram
brtrnd	bertrand
brwr	brewer
brwstr	brewster
bs	babs,basia,bess,bessie,bessy
bsl	basil
bsp	bishop
bstr	buster
bt	babette,babita,beth,betta,bette,betti,bettie,betty,bettye,bobbette,bobette,abbot,abbott
btc	butch
btlmw	batholomew
btlr	butler
btn	bethanne,bethany,bethena,bethina,bette-ann,betteann,betteanne,bettina,bettine
btrc	beatrice
btrs	beatrisa,beitris
btrx	beatrix
btrz	beatriz
bts	betsey,betsy
btsb	bathsheba
btsv	batsheva
bv	bev,bevvy
bvr	beverie
bvrl	beverlee,beverlie,beverly
bwlf	beowulf
bxtr	baxter
c	acacia,ace,che,cy
cb	cyb,cob,cobb,cobbie,cobby
cbd	ichabod
cbl	cybal,cybel,cybelle,cybil,cybill
cbrn	cabrina
cd	chad,codee,codi,codie,cody,chadd,chaddie,chaddy
cdwck	chadwick
ck	chickie,chicky,cookie,chuck
cl	cacilia,cacilie,cal,calla,calley,calli,callie,cally,cayla,cecelia,cecil,cecile,ceciley,cecilia,cecilla,cecily,ceil,cele,celia,celie,celle,chloe,cicely,cicily,ciel,clea,cleo,clio,clo,cloe,collie,colly,clay,cole
clb	caleb
clbrn	clayborn,clayborne,claybourne
clbrt	colbert
cld	calida,callida,claude,claudia,claudie,claudio,clyde,euclid
cldl	claudelle
cldn	claudina,claudine
clds	claudius
cldt	claudetta,claudette
cldwl	caldwell
clf	cliff
clfrd	clifford
clftn	clifton
clk	cilka
clm	clem,clemmie,clemmy
clmn	coleman
clmnc	clemence
clmns	clemens
clmnt	clementia,clement,clemente
clmntn	clementina,clementine
clmrs	chalmers
cln	celene,celina,celine,coleen,colene,colleen,colline,calhoun,colin,collin
clnc	clancy
clnd	celinda,cleland
clnk	celinka
clns	collins
clnt	clint
clntn	clinten,clinton
clps	calypso
clptr	cleopatra
clr	clair,claire,clara,clare,clarey,clari,clarie,clary
clrbl	clarabelle,claribel
clrc	clarice
clrk	clark,clarke
clrn	clarine
clrnc	clarance,clarence
clrnd	clarinda
clrs	chloris,clarisa,clarissa,clarisse,clerissa,cloris
clrst	claresta
clrt	clareta,claretta,clarette,clarita
cls	celisse,chelsae,chelsea,chelsey,chelsie,chelsy,claus
clst	celesta,celeste,celestia
clstn	celestina,celestine,celestyn,celestyna
clt	chloette,coletta,colette,collete,collette
cltld	clotilda
cltn	chelton,clayton
clts	cletus
clv	cleva,clive
clvlnd	cleveland
clvn	calvin
clvs	clovis
cm	cam,cameo,cami,cammi,cammie,cammy,chaim
cml	camala,camel,camella,camellia,camila,camile,camilla,camille
cmrn	cameron
cn	channa,con,conney,conni,connie,conny,cain,chan,chane,chen,conan
cnc	chance,chancey,chaunce,chauncey
cncrd	concordia
cnct	conchita
cnctn	concettina
cnd	canada,candi,candida,candide,candie,candy,chanda,cinda,cindee,cindi,cindie,cindy,cyndi,cyndy
cndc	candace,candice
cndl	chandal
cndln	cindelyn
cndlr	chandler
cndr	candra,chandra,cindra
cndrjt	chanderjit
cndrl	cinderella
cnds	candis
cnl	connolly
cnmn	cinnamon
cnr	connor,conroy
cnrd	conrad
cnsl	consuela,consuelo
cnslt	consolata
cnstnc	constance,constancia,constancy
cnstnt	constanta,constantia
cnstntn	constantina,constantine,constantin
cnstntns	constantinos
cnt	cynthea,cynthia,cynthie,cynthy,hyacinth,hyacintha,hyacinthe,hyacinthia,hyacinthie
cntl	chantal,chantalle
cnw	conway
cp	chip
cpl	cappella
cpr	cooper
cprc	caprice
cqt	chiquita
cr	cara,carey,cari,caria,carie,caro,carree,carri,carrie,carry,cary,charo,cher,chere,cherey,cheri,cherie,cherri,cherry,chery,cherye,chiarra,ciara,cora,corey,cori,corie,correy,corri,corrie,corry,cory
crb	corby
crbl	corabel,corabella,corabelle
crbn	corbin
crc	cherice
crcl	churchill
crd	cherida,cordey,cordie,cordy
crdl	cordelia,cordelie,cordula
crg	craig
crgtn	creighton
crk	corky
crl	caralie,caril,carla,carlee,carley,carli,carlie,carly,carlye,carol,carola,carole,carolee,carolie,carrol,carroll,caryl,charil,charla,charyl,cheryl,coral,coralie,corella,corilla,corly,carl,carlo,carlyle,charley,charlie,cyril,cyrill,cyrille
crlg	carleigh
crljn	carol-jean,caroljean
crln	carilyn,carleen,carlen,carlena,carlene,carlin,carlina,carline,carlyn,carlynn,carlynne,carolan,carolann,caroleen,carolin,carolina,caroline,carolyn,carolyne,carolynn,charlean,charleen,charlena,charlene,charline,cherilyn,cherilynn,cherlyn,coraline,coralyn
crls	corliss,carlos,charles,cyrillus
crlsl	carlisle
crlt	carlita,carlota,carlotta,charlot,charlott,charlotta,charlotte
crltn	carlton,charleton,charlton
crm	carma
crml	carmel,carmela,carmelia,carmella,carmelle
crmln	carmelina
crmlt	carmelita
crmn	carmen,carmina,carmine,carmon,charmain,charmaine,charmane,charmian,charmine,charmion
crmt	carmita
crn	caren,carena,carin,carina,carine,caron,caryn,charin,cherianne,cherin,coreen,corena,corene,corina,corine,corinna,corinne,cornie,corny,correna,corrianne,corrina,corrine,corrinne
crnd	corenda
crnl	cornela,cornelia,cornelle
crnls	cornelius,cornellis
crs	caresa,caressa,caresse,carissa,carrissa,charis,charissa,charisse,cherise,cherish,chris,chriss,chrissa,chrissie,chrissy,chrysa,coriss,corissa,cresa,cris,crissie,crissy,chrisy,cyrus
crslr	chrysler
crsn	carson
crst	christa,christi,christie,christy,chryste,crista,cristi,cristie,cristy,crysta,crystie,christ
crstbl	christabel,christabella,christabelle,cristabel
crstf	christof
crstfr	christofer
crstl	christal,christalle,christel,chrystal,chrystel,cristal,crystal
crstn	christan,christean,christen,christian,christiana,christiane,christin,christina,christine,christyna,cristen,cristin,cristina,cristine,cristionna,carsten,christiano
crstp	christoph,christophe
crstpr	christopher,cristopher
crstrpr	christorpher
crsts	christos
crt	cariotta,carita,caritta,charita,charity,cherrita,coretta,corette,chariot,curt
crtc	curtice
crtn	cortney,courtenay,courtney
crtr	carter
crts	cortese,curtis
crwfrd	crawford
crwn	corwin
cs	casey,casi,casia,casie,cass,cassey,cassi,cassie,cassy,cesya,cissie,cissy,case,chas,chase
csl	cheslie
csm	cosmo
csndr	casandra,cassandra,cassandre,cassandry,cassaundra,cassondra
cspr	caspar,casper
csr	caesar,cesar
cst	chastity,cosetta,cosette,costa
cstn	cheston
cstr	chester
ct	cat,cate,catha,cathe,cathee,cathi,cathie,cathy,cati,catie,caty,chet
ctl	catlee
ctln	caitlin,cathleen,cathlene,cathyleen,catlaina,catlin
ctn	catina
ctr	hector
ctrn	caitrin,catarina,caterina,catharina,catharine,catherin,catherina,catherine,cathrin,cathrine,cathryn,catrina,catriona
ctv	octavia
ctvs	octavius
cv	chev,chevy,yacov
cvlr	chevalier
d	ada,adah,addie,adey,adi,aida,audi,audie,audy,dea,dede,dedie,dee,dee dee,deedee,di,didi,dido,dode,dodi,dodie,dody,doe,eada,eadie,eda,eddi,eddie,eddy,ede,edee,edi,edie,edy,eyde,eydie,heda,hedda,heddi,heddie,hedi,hedy,heida,heide,heidi,heidie,ida,ed,ehud,odie,yehudi
db	deb,debbi,debbie,debby,debee,debi
dbn	dabney
dbr	debbra,debera,debor,debora,deborah,debra
dc	dacey,dacia,dacie,dacy
dck	dick,dickey,dickie
df	daffi,daffie,daffy,duffie,duffy
dfn	dafna
dg	diego,doug,douggie,dougie,hodge
dgls	douglas,douglass,douglis
dgmr	dagmar
dgn	dugan
dgr	adger,edgar
dgrd	edgardo
dk	duke
dl	adel,adela,adele,adella,adelle,dael,dahlia,daile,dale,dalia,dalila,dayle,dehlia,del,dela,delia,delila,delilah,dell,della,delly,doll,dolley,dolli,dollie,dolly,idalia,idell,idelle,odele,odelia,odella,odelle,odilia,odille,adlai,doyle,dudley,hadley,odell,udale,udall,udell
dlbrt	delbert
dlc	adelice,dulce,dulcea,dulci,dulcia,dulcie,dulcy
dlcn	delcina,delcine,dulciana,dulcine,dulcinea
dld	adelaide
dlf	adolf,adolfo
dlg	hadleigh
dlmr	delmar
dln	adaline,adelina,adeline,dalenna,delaney,edeline,idalina,idaline,dillon,dylan
dlnd	adelind,delinda,odelinda
dlp	adolph,adolphe,adolpho
dlpn	delphina,delphine,delphinia
dlps	adolphus
dlr	delora,deloria,dolora
dlrs	daloris,delores,deloris,dolores
dlrt	dolorita
dlrts	doloritas
dls	dallas,dulsea
dltn	dalton
dm	adam,dom
dmn	damian,damien,damon
dmnc	dominica,domenic,domenico,dominic
dmnck	dominick
dmnd	diamond,edmond,edmund
dmnq	dominique
dmr	damara
dmrs	damaris
dms	adams
dmstns	demosthenis
dmt	damita
dmtr	demeter,demetra,demetria,demetre,demetri,dimitri,dimitrou,dimitry,dmitri
dmtrs	demetris,demetrius,dimitrios,dimitris
dn	adena,adiana,adina,aidan,dana,dani,dania,danna,danni,dannie,danny,dannye,danya,daune,dayna,deana,deane,deanna,deanne,deeann,deeanne,deena,deina,dena,deni,denna,denni,dennie,denny,deny,deonne,diahann,dian,diana,diane,diann,dianna,dianne,diannne,diena,dina,dinah,dinnie,dinny,dion,dione,dionne,dona,donia,donna,donni,donnie,donny,dyan,dyana,dyane,dyann,dyanna,dyanne,dyna,dynah,eden,edin,edna,adnan,dan,dane,danie,dean,dino,don,donn,duane,hayden,haydon,odin
dnc	danica,danice,denice,donica,dunc
dncn	duncan
dndr	diandra
dnjn	donnajean
dnk	danika
dnl	danell,danella,danelle,daniel,daniela,daniele,daniella,danielle,danila,danyelle,donella,donelle,donielle,donal
dnld	donald
dnmr	diane-marie,dianemarie,donnamarie
dns	denise,denys,denyse,dionis,denis,dennis,dionysus
dnstn	dunstan
dnt	danette,danit,danita,danyette,donetta,dante
dnvn	donovan
dpn	daphene,daphna,daphne
dr	adara,adora,adore,adoree,adrea,adria,audra,audre,audrey,audrie,audry,audrye,dara,dari,daria,darya,dedra,deidre,dora,dore,dorey,dori,doria,dorie,doro,dorree,dorri,dorrie,dorry,dory,drea,eudora,hadria,adair,dario,dru
drb	darb,darbie,darby,derby
drc	darcee,darcey,darci,darcie,darcy,darice,dorice
drck	adrick,darrick,derick,derrick
drcs	dorcas
drd	darda,edouard,eduard,eduardo
drdr	deerdre,deirdre,dierdre
drk	derek,derk,derrek,dirk,drake,dryke
drl	darell,darelle,darla,darryl,daryl,doralia,dorelia,dorella,dorelle,darrel,darrell,daryle,derrol,deryl
drlc	dorolice
drln	darleen,darlene,darline,doralin,doralyn,doralynn,doralynne
drls	dorolisa
drn	adorne,adrian,adriana,adriane,adrianna,adrianne,adrien,adriena,adrienne,dareen,daryn,doreen,dorena,dorene,dorian,dorine,daren,darian,darien,darin,darren,darrin,derrin,derron,hadrian
drnd	durand
drns	adriaens
drnt	durant,durante
drs	darsey,darsie,doris,dorisa,dorise,dorris,darius
drt	doretta,dorette,dorit,dorita,dorotea,doroteya,dorothea,dorothee,dorothy,dorthea,dorthy,darth
drw	drew
drwn	darwin
drwrd	durward
ds	addis,daisey,daisi,daisie,daisy,dasha,dasi,dasie,dasya,dosi,odessa,odysseus
dsdmn	desdemona
dsl	edsel
dsmnd	desmond,desmund
dsn	dyson,hudson
dsr	desaree,desirae,desiree,desiri
dst	dusty
dstn	dustin
dt	datha,dita,dot,doti,dotti,dottie,dotty,eadith,edita,edith,editha,edithe,edyth,edythe,idette,odetta,odette,yehudit,aditya
dtr	dieter
dtrc	dietrich
dv	deva,devi,dove,ediva,dave,davey,davie,davy,dov
dvd	davida,david,davidde,davide,davoud
dvdsn	davidson
dvg	hedvig
dvn	daveen,davina,davine,devan,devin,devina,devinne,devon,devonna,devonne,davin,davon
dvndr	devondra
dvr	devora
dvs	davis
dvt	daveta,davita
dw	dew,dewey
dwg	hedwig
dwgt	dwight
dwn	dawn,dawna,edwina,dwain,dwaine,dwane,dwayne,edwin
dwrd	edward
dwsn	dawson
dwt	dewitt
dx	dix,dixie
dxtr	dexter
f	effie,fae,fay,faye,fey,fifi
fb	fabio
fbn	fabian
fbrc	fabrice
fbrn	fabrianne
fdl	fidela,fidelia,fidel
fdlt	fidelity
fdr	faydra,fedora,feodora,fyodor
fdrc	federica,federico
fl	filia,flo,ofelia,ofella,ofilia
flbrt	filbert
flc	felecia,felice,felicia,felicio
flcd	felicdad
flcl	felicle
flct	felicity
fld	filide,floyd
flm	flem
flmng	fleming,flemming
flmr	filmore
fln	fallon,flin,flinn,flynn
flnt	flint
flp	felipa,filippa,felipe,filip,filipe
flpr	flipper
flr	fleur,flor,flora,flore,flori,floria,florie,florri,florrie,florry,flory
flrc	florice
flrd	florida
flrl	florella
flrn	florina,florian
flrnc	florance,florence,florencia
flrnd	florinda
flrnt	florentia
flrnz	florenza
flrs	floris
flrt	fleurette,florette
fls	felisha,flossi,flossie,flossy
flt	felita
fltc	fletch
fltcr	fletcher
fltn	fulton
flv	fulvia
flwr	flower
flx	felix
flz	feliza
fn	faina,fan,fania,fanni,fannie,fanny,fanya,faun,faunie,fayina,fiann,fianna,fifine,fina,fiona,fionna,finn
fnc	fancie,fancy
fnck	fanechka
fncn	fanchon
fnct	fanchette
fnl	fenelia,fionnula,finley
fns	fons,fonsie
fnz	fonz,fonzie
fr	fara,farah,farra,farrah,fayre
frbs	forbes
frc	farica
frd	frayda,fred,freda,freddi,freddie,freddy,fredi,fredia,freida,frieda,ferd,ferdie,ferdy,ford
frdl	fredelia
frdnd	ferdinanda,ferdinande,ferdinand
frdr	fredra
frdrc	frederica,frederic,frederich,frederico,fredric,friedric,friedrich
frdrck	fredericka,frederick,fredrick,friedrick
frdrk	fredrika,friederike,frederik
frfx	fairfax
frgs	fergus
frgsn	ferguson
frl	farley
frm	efram
frmn	freeman,freemon
frmnt	fremont
frn	fern,ferne,fran,franni,frannie,franny
frnc	france,french
frncn	francene,francine,francyne
frncs	frances,francis,francoise,francois
frncsc	francesca,francisca,francesco,francisco
frncsk	franciska
frncsmr	francesmary
frnd	farand,farrand,fernanda,fernande,ferinand,fernando
frndn	fernandina
frnk	frank,frankie,franky
frnkln	franklin,franklyn
frns	frans
frnz	fiorenze,franz
frsr	fraser
frst	forest,forrest
frstr	forester,forrester,forster
frtn	fortuna,fortune
frtz	fritz
frzr	frazier
fstn	faustina,faustine
fstr	foster
ft	faith,fayette,fayth,faythe
ftm	fatima
ftz	fitz
ftzgrld	fitzgerald
fwlr	fowler
fwn	fawn,fawna,fawne,fawnia
fx	fox
fzl	fazeel
g	ag,aggi,aggie,aggy,gae,gay,gigi,gui,augie,geo,guy,hugh,hugo,iago,iggie,iggy,ugo
gb	gabbey,gabbi,gabbie,gabey,gabi,gabie,gaby,gabe,gibb
gbr	goober
gbrl	gabriel,gabriela,gabriell,gabriella,gabrielle,gabriellia,gabrila,gabriele,gabriello
gbrt	egbert
gc	agace
gcm	giacomo
gcnt	giacinta
gd	guido
gdfr	godfree,godfrey,godfry
gdn	gideon
gdrd	godard,goddard
gdrt	godart,goddart
gdv	godiva
gdwn	godwin
gf	geof,geoff,giff,giffie,giffy
gfr	geoffrey,geoffry,giffer
gfrd	giffard,gifford
gl	gael,gail,gale,gayla,gayle,gelya,gill,gilli,gillie,gilly,gil,yigal
glbrt	gilberta,gilberte,gilbert,gilberto,gilburt
glbrtn	gilbertina,gilbertine
gld	gilda,glad,gladi,gleda,golda,goldi,goldia,goldie,goldy
gldn	goldina
gldrn	goldarina
glds	gladis,gladys
glgn	gilligan
glgr	gallagher
glm	guglielma,guillema,guillaume
glmt	guillemette
gln	galina,gayleen,gaylene,gillan,gillian,glen,glenine,glenn,glenna,glennie,glyn,galen,glynn
glnd	glenda,glynda
glns	glennis,glynis,glynnis
glr	glori,gloria,glory
glrm	guillermo
glrn	gloriana,gloriane,glorianna
gls	giles,gilles
gml	gamaliel
gmn	agamemnon
gmr	gomer
gn	agna,eugenia,eugenie,eugine,gen,gena,gene,genia,genna,genni,gennie,genny,giana,gianina,gianna,gina,ginni,ginnie,ginny,guenna,guinna,eugen,eugene,gian,gino,hagan,hagen,hogan
gnc	ignace,ignacio
gncrl	giancarlo
gncs	ignacius
gndln	guendolen
gnfr	gennifer,ginnifer
gngr	ginger
gnl	agnella,agnola,ginelle,gunilla
gnld	aguinaldo
gnr	gaynor,gunner
gns	agnes,agnese,agnesse,aigneis,higgins
gnt	agneta
gntr	gunter,gunther
gnts	ignatius
gnv	geneva,genevieve,genvieve
gnvr	genevra,genovera,ginevra,guenevere,guinevere,gunvor
gnz	ignaz,ignazio
gnzl	gonzalo
gnzls	gonzales
gps	gipsy,gypsy
gr	gera,geri,gerri,gerrie,gerry,gray,greer,grier,garey,garry,gary,gere,igor
grc	grace,gracia,gracie,grayce,garcia
grcn	garcon
grd	gerda,gearard,gerard,gerhard,gerrard,giraud,gordie,grady
grdl	gredel
grdn	gerhardine,giordano,gordan,gordon
grdnr	gardener,gardiner,gardner
grdt	gerhardt
grf	griff
grfld	garfield
grfn	griffin
grfnkl	garfinkel
grft	griffith
grg	george,georgia,georgie,giorgia,georg,georgy,giorgi,giorgio,graig,greg,gregg
grgm	georgiamay
grgn	georgeanna,georgeanne,georgena,georgiana,georgianna,georgianne,georgina,georgine
grgr	greggory,gregor,gregorio,gregory
grgs	georges
grgt	georgeta,georgetta,georgette
grl	gerrilee
grld	geralda,giralda,garold,gerald,geraldo,gerold,giraldo
grldn	geraldina,geraldine,gerladina
grlnd	garland
grm	gerome,graehme,graeme,graham
grmn	germain,germaine,germana
grn	gerianna,gerianne
grnt	garnet,garnette,grant
grnvl	granville
grp	garp
grsl	grissel
grsld	griselda
grsm	gershom
grsn	gershon
grswld	griswold
grt	agretha,gert,gerta,gerti,gertie,gerty,grata,gratia,greta,grete,gretta,garret,garrett,garrot,garrott,garth,gerrit
grtcn	gretchen
grtl	gretal,gretel,grethel
grtn	gratiana,gretna
grtrd	gertrud,gertruda,gertrude
grtrds	gertrudis
grv	garv,garvey,garvy,grove
grvn	garvin
grvr	grover
grwd	garwood
grwn	garwin
grz	grazia
gs	gus,gussi,gussie,gussy,goose
gsl	gisela,gisele,gisella,giselle,gusella
gsp	giuseppe
gspr	gaspar,gasper
gst	augusta,auguste,gusta,gusti,gustie,gusty,aguste,august,augusto
gstf	gustaf
gstn	augustina,augustine,agustin,augustin,gaston
gsts	augustus
gstv	gustav,gustave,gustavo
gstvs	gustavus
gt	agata,agatha,agathe,geeta,gita
gtr	guthrey,guthrie,guthry
gts	gates
gv	gav
gvn	giovanna,gaven,gavin,giavani,giovanne,giovanni
gvr	gavra
gvrl	gavrielle,gavriel
gwn	gwen,gwenn,gwenni,gwennie,gwenny,gwyn,gwynne
gwndln	gwendolen,gwendolin,gwendolyn
gwnr	gwenora,gwenore
gwnt	gweneth,gwenette,gwenneth,gwyneth
gzl	gizela
j	ajay,jo,joey,jojo,joy,joya,joye,ajai,jae,jay,jehu,joao,joe
jb	jobey,jobi,jobie,joby,jobye,jeb,joab,job
jbn	jobina,jobyna
jbz	jabez
jc	joice,joyce
jcb	jacob
jck	jacki,jackie,jacky,jack,jock
jckln	jackelyn,jacklin,jacklyn
jckqln	jackquelin,jackqueline
jcksn	jackson
jcln	jaclin,jaclyn,jocelin,joceline,jocelyn,jocelyne,joycelin
jcm	joachim
jcnd	jacinda
jcnt	jacenta,jacinta,jacintha,jacinthe,jacynth
jcq	jacqui,jacquie
jcqln	jacquelin,jacqueline,jacquelyn,jacquelynn
jcqnt	jacquenetta,jacquenette
jcqs	jacques
jcqt	jacquetta,jacquette
jd	jada,jade,jodee,jodi,jodie,jody,jude,judi,judie,judy,judye,jed,jedediah,jud,judah,judd
jds	judas
jdsn	judson
jdt	judith,juditha
jf	jef,jeff,jeffie
jfr	jefferey,jeffery,jeffrey,jeffry,jefry
jfrsn	jefferson
jk	jake
jkb	jakob
jl	jaleh,jill,jilli,jillie,jilly,joela,joelie,joell,joella,joelle,joelly,jolee,joli,jolie,joly,julee,juli,julia,julie,joel,jule,julio
jln	jelene,jillana,jillane,jillayne,jilleen,jillene,jillian,joellen,joellyn,joelynn,joleen,jolene,joline,jolyn,jolynn,juliana,juliane,juliann,julianna,julianne,julienne,julina,juline,julian
jls	julissa,jules,julius
jlt	joletta,juliet,julieta,julietta,juliette,julita
jm	jaime,jaimie,jami,jamie,jamima,jammie,jayme,jaymee,jemie,jemima,jemimah,jemmie,jemmy,jamey,jim,jimmie,jimmy
jmb	jimbo
jms	james
jmsn	jameson
jn	jaine,jan,jana,janaya,janaye,jane,janean,janeen,janene,janenna,janey,jania,janie,janina,janine,janna,jany,jayne,jean,jeana,jeane,jeanie,jeanine,jeanna,jeanne,jeannie,jeannine,jehanna,jen,jena,jeni,jenine,jenn,jenna,jennee,jenni,jennie,jennine,jenny,jinny,jo ann,jo-ann,joann,jo-anne,joanne,joan,joana,joane,joanie,joanna,johanna,johannah,johnna,joni,jonie,joyan,joyann,juana,june,junia,junie,junina,johan,johann,john,johnnie,johnny,johny,jon,jonah,jonny,juan
jnc	janice,jenica,jeniece,jennica
jncrstp	jean-christophe
jnczk	janeczka
jnd	jandy,jenda
jndvd	john-david
jnfr	janifer,jenifer,jeniffer,jennifer
jnfrncs	jean-francois
jngs	jennings
jnk	janka
jnl	janel,janela,janella,janelle,jannel,jannelle,jaynell,jeanelle,jenelle,jenilee,jennilee,jonell,jean-lou
jnlc	jean-luc
jnmrc	jean-marc
jnpl	jean-paul
jnpr	jean-pierre
jnptrck	john-patrick
jns	janessa,janis,joannes,jonis,janos,janus,jens,johannes,jonas
jnt	janet,janeta,janetta,janette,janith,janot,jeanette,jeannette,jenette,jennette,johnette,juanita,junette
jntn	johnathan,johnathon,jonathan,jonathon
jnv	janeva
jpt	jephthah
jqln	jaquelin,jaquelyn
jqn	joaquin
jqnt	jaquenetta,jaquenette
jqt	jaquith
jr	jere,jeri,jerrie,jerry,jorey,jori,jorie,jorrie,jorry,jerri,jory
jrd	jared,jordy
jrdn	jordain,jordan,jordana,jordanna,jourdan,jordon
jrg	jorge
jrgn	juergen
jrl	jeralee,jerrilee,jerrylee
jrld	jerald,jerold,jerrold
jrldn	jeraldine
jrln	jerrilyn
jrm	jeramie,jereme,jeremiah,jeremie,jeremy,jerome,jeromy,jerrome
jrmn	jermaine,jermain,jermayne
jrms	jeremias
jrn	jerrine
jrt	jarrett
jrvs	jarvis,jervis
jrz	jerzy
js	jess,jessa,jesse,jessi,jessie,jessy,josee,josey,josi,josie,josy,joyous,jessee,jessey,jesus,jose,josh,joshua,joshuah,josiah
jsc	jessica
jscln	joscelin
jsf	josefa,josef
jsfn	josefina
jsk	jessika
jsln	jessalin,jessalyn,jesselyn,joselyn,joslyn,josselyn
jsmn	jasmin,jasmina,jasmine,jessamine,jessamyn
jsn	jason
jsp	josepha,joseph
jspn	josephina,josephine
jspr	jasper
jsps	josephus
jstn	justin,justina,justine
jsts	justis
jt	joete,jyoti,jeth
jtm	jotham
jtr	jethro
jvr	javier
jwl	jewel,jewell,jewelle
jzmn	jazmin
k	ike,ikey,kai,kaia,kay,kaye,kee,ki,kia,kiah,koo,yoko
kc	kacey,kacie,kacy,kaycee
kf	keefe
kj	kaja
kl	kaila,kaile,kailey,kala,kali,kalie,kalila,kalli,kally,kayla,kayle,kaylee,kayley,kaylil,keeley,keelia,keely,kelila,kelley,kelli,kellia,kellie,kelly,kial,kiele,kikelia,kiley,kyla,kyle,kylie,kylila,kalil,kalle,keil,klee
klb	kaleb
klc	kelcey,kelci,kelcie,kelcy
klmn	kalman
kln	kakalina,kaleena,kalina,kaylyn,kellen,kellina,kellyann,kylen,kylynn
klnd	kalinda,kalindi
klr	klara
klrk	klarika
klrs	klarrisa
kls	kellsie,kelsey,kelsi,kelsy,klaus
klvn	kalvin,kelvin
klwn	kelwin
km	kim,kimmi,kimmie,kimmy,kym,hakeem,hakim,kam,kimmo
kmbl	kimball
kmbr	kimbra
kmbrl	kimberlee,kimberley,kimberli,kimberly
kmbrln	kimberlyn
kmk	kameko
kml	kamila,kamilah,kamillah
